sample_id,class_id,action_name,user_id,trial_id,depth_color_path,imu_path,ir_path,radar_path,skeleton_path,thermal_path
train__c36__user21__3-2-1,36,Walk,user21,3-2-1,Depth_Color/36_Walk/user21/3-2-1,IMU/36_Walk/user21/3-2-1,IR/36_Walk/user21/3-2-1,Radar/36_Walk/user21/3-2-1,Skeleton/36_Walk/user21/3-2-1,Thermal/36_Walk/user21/3-2-1
train__c36__user21__3-2-2,36,Walk,user21,3-2-2,Depth_Color/36_Walk/user21/3-2-2,IMU/36_Walk/user21/3-2-2,IR/36_Walk/user21/3-2-2,Radar/36_Walk/user21/3-2-2,Skeleton/36_Walk/user21/3-2-2,Thermal/36_Walk/user21/3-2-2
train__c36__user21__3-2-3,36,Walk,user21,3-2-3,Depth_Color/36_Walk/user21/3-2-3,IMU/36_Walk/user21/3-2-3,IR/36_Walk/user21/3-2-3,Radar/36_Walk/user21/3-2-3,Skeleton/36_Walk/user21/3-2-3,Thermal/36_Walk/user21/3-2-3
train__c36__user21__4-1-1,36,Walk,user21,4-1-1,Depth_Color/36_Walk/user21/4-1-1,IMU/36_Walk/user21/4-1-1,IR/36_Walk/user21/4-1-1,Radar/36_Walk/user21/4-1-1,Skeleton/36_Walk/user21/4-1-1,Thermal/36_Walk/user21/4-1-1
train__c36__user21__4-1-2,36,Walk,user21,4-1-2,Depth_Color/36_Walk/user21/4-1-2,IMU/36_Walk/user21/4-1-2,IR/36_Walk/user21/4-1-2,Radar/36_Walk/user21/4-1-2,Skeleton/36_Walk/user21/4-1-2,Thermal/36_Walk/user21/4-1-2
train__c36__user21__4-1-3,36,Walk,user21,4-1-3,Depth_Color/36_Walk/user21/4-1-3,IMU/36_Walk/user21/4-1-3,IR/36_Walk/user21/4-1-3,Radar/36_Walk/user21/4-1-3,Skeleton/36_Walk/user21/4-1-3,Thermal/36_Walk/user21/4-1-3
train__c36__user21__5-1-1,36,Walk,user21,5-1-1,Depth_Color/36_Walk/user21/5-1-1,IMU/36_Walk/user21/5-1-1,IR/36_Walk/user21/5-1-1,Radar/36_Walk/user21/5-1-1,Skeleton/36_Walk/user21/5-1-1,Thermal/36_Walk/user21/5-1-1
train__c36__user21__5-1-2,36,Walk,user21,5-1-2,Depth_Color/36_Walk/user21/5-1-2,IMU/36_Walk/user21/5-1-2,IR/36_Walk/user21/5-1-2,Radar/36_Walk/user21/5-1-2,Skeleton/36_Walk/user21/5-1-2,Thermal/36_Walk/user21/5-1-2
train__c36__user21__5-1-3,36,Walk,user21,5-1-3,Depth_Color/36_Walk/user21/5-1-3,IMU/36_Walk/user21/5-1-3,IR/36_Walk/user21/5-1-3,Radar/36_Walk/user21/5-1-3,Skeleton/36_Walk/user21/5-1-3,Thermal/36_Walk/user21/5-1-3
train__c36__user21__5-2-1,36,Walk,user21,5-2-1,Depth_Color/36_Walk/user21/5-2-1,IMU/36_Walk/user21/5-2-1,IR/36_Walk/user21/5-2-1,Radar/36_Walk/user21/5-2-1,Skeleton/36_Walk/user21/5-2-1,Thermal/36_Walk/user21/5-2-1
train__c36__user21__5-2-2,36,Walk,user21,5-2-2,Depth_Color/36_Walk/user21/5-2-2,IMU/36_Walk/user21/5-2-2,IR/36_Walk/user21/5-2-2,Radar/36_Walk/user21/5-2-2,Skeleton/36_Walk/user21/5-2-2,Thermal/36_Walk/user21/5-2-2
train__c36__user21__5-2-3,36,Walk,user21,5-2-3,Depth_Color/36_Walk/user21/5-2-3,IMU/36_Walk/user21/5-2-3,IR/36_Walk/user21/5-2-3,Radar/36_Walk/user21/5-2-3,Skeleton/36_Walk/user21/5-2-3,Thermal/36_Walk/user21/5-2-3
train__c36__user21__6-2-1,36,Walk,user21,6-2-1,Depth_Color/36_Walk/user21/6-2-1,IMU/36_Walk/user21/6-2-1,IR/36_Walk/user21/6-2-1,Radar/36_Walk/user21/6-2-1,Skeleton/36_Walk/user21/6-2-1,Thermal/36_Walk/user21/6-2-1
train__c36__user21__6-2-2,36,Walk,user21,6-2-2,Depth_Color/36_Walk/user21/6-2-2,IMU/36_Walk/user21/6-2-2,IR/36_Walk/user21/6-2-2,Radar/36_Walk/user21/6-2-2,Skeleton/36_Walk/user21/6-2-2,
train__c36__user21__6-2-3,36,Walk,user21,6-2-3,Depth_Color/36_Walk/user21/6-2-3,IMU/36_Walk/user21/6-2-3,IR/36_Walk/user21/6-2-3,Radar/36_Walk/user21/6-2-3,Skeleton/36_Walk/user21/6-2-3,Thermal/36_Walk/user21/6-2-3
train__c36__user22__1-2-1,36,Walk,user22,1-2-1,Depth_Color/36_Walk/user22/1-2-1,IMU/36_Walk/user22/1-2-1,IR/36_Walk/user22/1-2-1,Radar/36_Walk/user22/1-2-1,Skeleton/36_Walk/user22/1-2-1,Thermal/36_Walk/user22/1-2-1
train__c36__user22__1-2-2,36,Walk,user22,1-2-2,Depth_Color/36_Walk/user22/1-2-2,IMU/36_Walk/user22/1-2-2,IR/36_Walk/user22/1-2-2,Radar/36_Walk/user22/1-2-2,Skeleton/36_Walk/user22/1-2-2,Thermal/36_Walk/user22/1-2-2
train__c36__user22__1-2-3,36,Walk,user22,1-2-3,Depth_Color/36_Walk/user22/1-2-3,IMU/36_Walk/user22/1-2-3,IR/36_Walk/user22/1-2-3,Radar/36_Walk/user22/1-2-3,Skeleton/36_Walk/user22/1-2-3,Thermal/36_Walk/user22/1-2-3
train__c36__user22__2-1-1,36,Walk,user22,2-1-1,Depth_Color/36_Walk/user22/2-1-1,IMU/36_Walk/user22/2-1-1,IR/36_Walk/user22/2-1-1,Radar/36_Walk/user22/2-1-1,Skeleton/36_Walk/user22/2-1-1,Thermal/36_Walk/user22/2-1-1
train__c36__user22__2-1-2,36,Walk,user22,2-1-2,Depth_Color/36_Walk/user22/2-1-2,IMU/36_Walk/user22/2-1-2,IR/36_Walk/user22/2-1-2,Radar/36_Walk/user22/2-1-2,Skeleton/36_Walk/user22/2-1-2,Thermal/36_Walk/user22/2-1-2
train__c36__user22__2-1-3,36,Walk,user22,2-1-3,Depth_Color/36_Walk/user22/2-1-3,IMU/36_Walk/user22/2-1-3,IR/36_Walk/user22/2-1-3,Radar/36_Walk/user22/2-1-3,Skeleton/36_Walk/user22/2-1-3,Thermal/36_Walk/user22/2-1-3
train__c36__user22__2-2-1,36,Walk,user22,2-2-1,Depth_Color/36_Walk/user22/2-2-1,IMU/36_Walk/user22/2-2-1,IR/36_Walk/user22/2-2-1,Radar/36_Walk/user22/2-2-1,Skeleton/36_Walk/user22/2-2-1,Thermal/36_Walk/user22/2-2-1
train__c36__user22__2-2-2,36,Walk,user22,2-2-2,Depth_Color/36_Walk/user22/2-2-2,IMU/36_Walk/user22/2-2-2,IR/36_Walk/user22/2-2-2,Radar/36_Walk/user22/2-2-2,Skeleton/36_Walk/user22/2-2-2,Thermal/36_Walk/user22/2-2-2
train__c36__user22__2-2-3,36,Walk,user22,2-2-3,Depth_Color/36_Walk/user22/2-2-3,IMU/36_Walk/user22/2-2-3,IR/36_Walk/user22/2-2-3,Radar/36_Walk/user22/2-2-3,Skeleton/36_Walk/user22/2-2-3,Thermal/36_Walk/user22/2-2-3
train__c36__user22__3-1-1,36,Walk,user22,3-1-1,Depth_Color/36_Walk/user22/3-1-1,IMU/36_Walk/user22/3-1-1,IR/36_Walk/user22/3-1-1,Radar/36_Walk/user22/3-1-1,Skeleton/36_Walk/user22/3-1-1,Thermal/36_Walk/user22/3-1-1
train__c36__user22__3-1-2,36,Walk,user22,3-1-2,Depth_Color/36_Walk/user22/3-1-2,IMU/36_Walk/user22/3-1-2,IR/36_Walk/user22/3-1-2,Radar/36_Walk/user22/3-1-2,Skeleton/36_Walk/user22/3-1-2,Thermal/36_Walk/user22/3-1-2
train__c36__user22__3-2-1,36,Walk,user22,3-2-1,Depth_Color/36_Walk/user22/3-2-1,IMU/36_Walk/user22/3-2-1,IR/36_Walk/user22/3-2-1,Radar/36_Walk/user22/3-2-1,Skeleton/36_Walk/user22/3-2-1,Thermal/36_Walk/user22/3-2-1
train__c36__user22__3-2-2,36,Walk,user22,3-2-2,Depth_Color/36_Walk/user22/3-2-2,IMU/36_Walk/user22/3-2-2,IR/36_Walk/user22/3-2-2,Radar/36_Walk/user22/3-2-2,Skeleton/36_Walk/user22/3-2-2,Thermal/36_Walk/user22/3-2-2
train__c36__user22__3-2-3,36,Walk,user22,3-2-3,Depth_Color/36_Walk/user22/3-2-3,IMU/36_Walk/user22/3-2-3,IR/36_Walk/user22/3-2-3,Radar/36_Walk/user22/3-2-3,Skeleton/36_Walk/user22/3-2-3,Thermal/36_Walk/user22/3-2-3
train__c36__user22__4-2-1,36,Walk,user22,4-2-1,Depth_Color/36_Walk/user22/4-2-1,IMU/36_Walk/user22/4-2-1,IR/36_Walk/user22/4-2-1,Radar/36_Walk/user22/4-2-1,Skeleton/36_Walk/user22/4-2-1,Thermal/36_Walk/user22/4-2-1
train__c36__user22__4-2-2,36,Walk,user22,4-2-2,Depth_Color/36_Walk/user22/4-2-2,IMU/36_Walk/user22/4-2-2,IR/36_Walk/user22/4-2-2,Radar/36_Walk/user22/4-2-2,Skeleton/36_Walk/user22/4-2-2,Thermal/36_Walk/user22/4-2-2
train__c36__user22__4-2-3,36,Walk,user22,4-2-3,Depth_Color/36_Walk/user22/4-2-3,IMU/36_Walk/user22/4-2-3,IR/36_Walk/user22/4-2-3,Radar/36_Walk/user22/4-2-3,Skeleton/36_Walk/user22/4-2-3,Thermal/36_Walk/user22/4-2-3
train__c36__user22__5-2-1,36,Walk,user22,5-2-1,Depth_Color/36_Walk/user22/5-2-1,IMU/36_Walk/user22/5-2-1,IR/36_Walk/user22/5-2-1,Radar/36_Walk/user22/5-2-1,Skeleton/36_Walk/user22/5-2-1,Thermal/36_Walk/user22/5-2-1
train__c36__user22__5-2-2,36,Walk,user22,5-2-2,Depth_Color/36_Walk/user22/5-2-2,IMU/36_Walk/user22/5-2-2,IR/36_Walk/user22/5-2-2,Radar/36_Walk/user22/5-2-2,Skeleton/36_Walk/user22/5-2-2,Thermal/36_Walk/user22/5-2-2
train__c36__user22__5-2-3,36,Walk,user22,5-2-3,Depth_Color/36_Walk/user22/5-2-3,IMU/36_Walk/user22/5-2-3,IR/36_Walk/user22/5-2-3,Radar/36_Walk/user22/5-2-3,Skeleton/36_Walk/user22/5-2-3,Thermal/36_Walk/user22/5-2-3
train__c36__user22__6-2-1,36,Walk,user22,6-2-1,Depth_Color/36_Walk/user22/6-2-1,IMU/36_Walk/user22/6-2-1,IR/36_Walk/user22/6-2-1,Radar/36_Walk/user22/6-2-1,Skeleton/36_Walk/user22/6-2-1,Thermal/36_Walk/user22/6-2-1
train__c36__user22__6-2-2,36,Walk,user22,6-2-2,Depth_Color/36_Walk/user22/6-2-2,IMU/36_Walk/user22/6-2-2,IR/36_Walk/user22/6-2-2,Radar/36_Walk/user22/6-2-2,Skeleton/36_Walk/user22/6-2-2,Thermal/36_Walk/user22/6-2-2
train__c36__user23__2-2-1,36,Walk,user23,2-2-1,Depth_Color/36_Walk/user23/2-2-1,IMU/36_Walk/user23/2-2-1,IR/36_Walk/user23/2-2-1,Radar/36_Walk/user23/2-2-1,Skeleton/36_Walk/user23/2-2-1,
train__c36__user23__2-2-2,36,Walk,user23,2-2-2,Depth_Color/36_Walk/user23/2-2-2,IMU/36_Walk/user23/2-2-2,IR/36_Walk/user23/2-2-2,Radar/36_Walk/user23/2-2-2,Skeleton/36_Walk/user23/2-2-2,
train__c36__user23__2-2-3,36,Walk,user23,2-2-3,Depth_Color/36_Walk/user23/2-2-3,IMU/36_Walk/user23/2-2-3,IR/36_Walk/user23/2-2-3,Radar/36_Walk/user23/2-2-3,Skeleton/36_Walk/user23/2-2-3,
train__c36__user23__2-3-1,36,Walk,user23,2-3-1,Depth_Color/36_Walk/user23/2-3-1,IMU/36_Walk/user23/2-3-1,IR/36_Walk/user23/2-3-1,Radar/36_Walk/user23/2-3-1,Skeleton/36_Walk/user23/2-3-1,Thermal/36_Walk/user23/2-3-1
train__c36__user23__2-3-2,36,Walk,user23,2-3-2,Depth_Color/36_Walk/user23/2-3-2,IMU/36_Walk/user23/2-3-2,IR/36_Walk/user23/2-3-2,Radar/36_Walk/user23/2-3-2,Skeleton/36_Walk/user23/2-3-2,Thermal/36_Walk/user23/2-3-2
train__c36__user23__2-3-3,36,Walk,user23,2-3-3,Depth_Color/36_Walk/user23/2-3-3,IMU/36_Walk/user23/2-3-3,IR/36_Walk/user23/2-3-3,Radar/36_Walk/user23/2-3-3,Skeleton/36_Walk/user23/2-3-3,Thermal/36_Walk/user23/2-3-3
train__c36__user23__3-2-1,36,Walk,user23,3-2-1,Depth_Color/36_Walk/user23/3-2-1,IMU/36_Walk/user23/3-2-1,IR/36_Walk/user23/3-2-1,Radar/36_Walk/user23/3-2-1,Skeleton/36_Walk/user23/3-2-1,Thermal/36_Walk/user23/3-2-1
train__c36__user23__3-2-2,36,Walk,user23,3-2-2,Depth_Color/36_Walk/user23/3-2-2,IMU/36_Walk/user23/3-2-2,IR/36_Walk/user23/3-2-2,Radar/36_Walk/user23/3-2-2,Skeleton/36_Walk/user23/3-2-2,Thermal/36_Walk/user23/3-2-2
train__c36__user23__3-2-3,36,Walk,user23,3-2-3,Depth_Color/36_Walk/user23/3-2-3,IMU/36_Walk/user23/3-2-3,IR/36_Walk/user23/3-2-3,Radar/36_Walk/user23/3-2-3,Skeleton/36_Walk/user23/3-2-3,Thermal/36_Walk/user23/3-2-3
train__c36__user23__4-2-1,36,Walk,user23,4-2-1,Depth_Color/36_Walk/user23/4-2-1,IMU/36_Walk/user23/4-2-1,IR/36_Walk/user23/4-2-1,Radar/36_Walk/user23/4-2-1,Skeleton/36_Walk/user23/4-2-1,Thermal/36_Walk/user23/4-2-1
train__c36__user23__4-2-2,36,Walk,user23,4-2-2,Depth_Color/36_Walk/user23/4-2-2,IMU/36_Walk/user23/4-2-2,IR/36_Walk/user23/4-2-2,Radar/36_Walk/user23/4-2-2,Skeleton/36_Walk/user23/4-2-2,Thermal/36_Walk/user23/4-2-2
train__c36__user23__4-2-3,36,Walk,user23,4-2-3,Depth_Color/36_Walk/user23/4-2-3,IMU/36_Walk/user23/4-2-3,IR/36_Walk/user23/4-2-3,Radar/36_Walk/user23/4-2-3,Skeleton/36_Walk/user23/4-2-3,Thermal/36_Walk/user23/4-2-3
train__c36__user23__5-3-1,36,Walk,user23,5-3-1,Depth_Color/36_Walk/user23/5-3-1,IMU/36_Walk/user23/5-3-1,IR/36_Walk/user23/5-3-1,Radar/36_Walk/user23/5-3-1,Skeleton/36_Walk/user23/5-3-1,Thermal/36_Walk/user23/5-3-1
train__c36__user23__5-3-3,36,Walk,user23,5-3-3,Depth_Color/36_Walk/user23/5-3-3,IMU/36_Walk/user23/5-3-3,IR/36_Walk/user23/5-3-3,Radar/36_Walk/user23/5-3-3,Skeleton/36_Walk/user23/5-3-3,Thermal/36_Walk/user23/5-3-3
train__c36__user23__7-3-1,36,Walk,user23,7-3-1,Depth_Color/36_Walk/user23/7-3-1,IMU/36_Walk/user23/7-3-1,IR/36_Walk/user23/7-3-1,Radar/36_Walk/user23/7-3-1,Skeleton/36_Walk/user23/7-3-1,Thermal/36_Walk/user23/7-3-1
train__c36__user23__7-3-2,36,Walk,user23,7-3-2,Depth_Color/36_Walk/user23/7-3-2,IMU/36_Walk/user23/7-3-2,IR/36_Walk/user23/7-3-2,Radar/36_Walk/user23/7-3-2,Skeleton/36_Walk/user23/7-3-2,Thermal/36_Walk/user23/7-3-2
train__c36__user23__7-3-3,36,Walk,user23,7-3-3,Depth_Color/36_Walk/user23/7-3-3,IMU/36_Walk/user23/7-3-3,IR/36_Walk/user23/7-3-3,Radar/36_Walk/user23/7-3-3,Skeleton/36_Walk/user23/7-3-3,Thermal/36_Walk/user23/7-3-3
train__c36__user24__1-2-1,36,Walk,user24,1-2-1,Depth_Color/36_Walk/user24/1-2-1,IMU/36_Walk/user24/1-2-1,IR/36_Walk/user24/1-2-1,Radar/36_Walk/user24/1-2-1,Skeleton/36_Walk/user24/1-2-1,Thermal/36_Walk/user24/1-2-1
train__c36__user24__1-2-2,36,Walk,user24,1-2-2,Depth_Color/36_Walk/user24/1-2-2,IMU/36_Walk/user24/1-2-2,IR/36_Walk/user24/1-2-2,Radar/36_Walk/user24/1-2-2,Skeleton/36_Walk/user24/1-2-2,Thermal/36_Walk/user24/1-2-2
train__c36__user24__1-2-3,36,Walk,user24,1-2-3,Depth_Color/36_Walk/user24/1-2-3,IMU/36_Walk/user24/1-2-3,IR/36_Walk/user24/1-2-3,Radar/36_Walk/user24/1-2-3,Skeleton/36_Walk/user24/1-2-3,Thermal/36_Walk/user24/1-2-3
train__c36__user24__3-2-1,36,Walk,user24,3-2-1,Depth_Color/36_Walk/user24/3-2-1,IMU/36_Walk/user24/3-2-1,IR/36_Walk/user24/3-2-1,Radar/36_Walk/user24/3-2-1,Skeleton/36_Walk/user24/3-2-1,Thermal/36_Walk/user24/3-2-1
train__c36__user24__3-2-2,36,Walk,user24,3-2-2,Depth_Color/36_Walk/user24/3-2-2,IMU/36_Walk/user24/3-2-2,IR/36_Walk/user24/3-2-2,Radar/36_Walk/user24/3-2-2,Skeleton/36_Walk/user24/3-2-2,Thermal/36_Walk/user24/3-2-2
train__c36__user24__3-2-3,36,Walk,user24,3-2-3,Depth_Color/36_Walk/user24/3-2-3,IMU/36_Walk/user24/3-2-3,IR/36_Walk/user24/3-2-3,Radar/36_Walk/user24/3-2-3,Skeleton/36_Walk/user24/3-2-3,Thermal/36_Walk/user24/3-2-3
train__c36__user24__4-2-1,36,Walk,user24,4-2-1,Depth_Color/36_Walk/user24/4-2-1,IMU/36_Walk/user24/4-2-1,IR/36_Walk/user24/4-2-1,Radar/36_Walk/user24/4-2-1,Skeleton/36_Walk/user24/4-2-1,Thermal/36_Walk/user24/4-2-1
train__c36__user24__4-2-2,36,Walk,user24,4-2-2,Depth_Color/36_Walk/user24/4-2-2,IMU/36_Walk/user24/4-2-2,IR/36_Walk/user24/4-2-2,Radar/36_Walk/user24/4-2-2,Skeleton/36_Walk/user24/4-2-2,Thermal/36_Walk/user24/4-2-2
train__c36__user24__4-2-3,36,Walk,user24,4-2-3,Depth_Color/36_Walk/user24/4-2-3,IMU/36_Walk/user24/4-2-3,IR/36_Walk/user24/4-2-3,Radar/36_Walk/user24/4-2-3,Skeleton/36_Walk/user24/4-2-3,Thermal/36_Walk/user24/4-2-3
train__c36__user24__5-1-1,36,Walk,user24,5-1-1,Depth_Color/36_Walk/user24/5-1-1,IMU/36_Walk/user24/5-1-1,IR/36_Walk/user24/5-1-1,Radar/36_Walk/user24/5-1-1,Skeleton/36_Walk/user24/5-1-1,Thermal/36_Walk/user24/5-1-1
train__c36__user24__5-1-2,36,Walk,user24,5-1-2,Depth_Color/36_Walk/user24/5-1-2,IMU/36_Walk/user24/5-1-2,IR/36_Walk/user24/5-1-2,Radar/36_Walk/user24/5-1-2,Skeleton/36_Walk/user24/5-1-2,Thermal/36_Walk/user24/5-1-2
train__c36__user24__5-1-3,36,Walk,user24,5-1-3,Depth_Color/36_Walk/user24/5-1-3,IMU/36_Walk/user24/5-1-3,IR/36_Walk/user24/5-1-3,Radar/36_Walk/user24/5-1-3,Skeleton/36_Walk/user24/5-1-3,Thermal/36_Walk/user24/5-1-3
train__c36__user24__5-3-1,36,Walk,user24,5-3-1,Depth_Color/36_Walk/user24/5-3-1,IMU/36_Walk/user24/5-3-1,IR/36_Walk/user24/5-3-1,Radar/36_Walk/user24/5-3-1,Skeleton/36_Walk/user24/5-3-1,Thermal/36_Walk/user24/5-3-1
train__c36__user24__5-3-2,36,Walk,user24,5-3-2,Depth_Color/36_Walk/user24/5-3-2,IMU/36_Walk/user24/5-3-2,IR/36_Walk/user24/5-3-2,Radar/36_Walk/user24/5-3-2,Skeleton/36_Walk/user24/5-3-2,Thermal/36_Walk/user24/5-3-2
train__c36__user24__5-3-3,36,Walk,user24,5-3-3,Depth_Color/36_Walk/user24/5-3-3,IMU/36_Walk/user24/5-3-3,IR/36_Walk/user24/5-3-3,Radar/36_Walk/user24/5-3-3,Skeleton/36_Walk/user24/5-3-3,Thermal/36_Walk/user24/5-3-3
train__c36__user24__6-2-1,36,Walk,user24,6-2-1,Depth_Color/36_Walk/user24/6-2-1,IMU/36_Walk/user24/6-2-1,IR/36_Walk/user24/6-2-1,Radar/36_Walk/user24/6-2-1,Skeleton/36_Walk/user24/6-2-1,Thermal/36_Walk/user24/6-2-1
train__c36__user24__6-2-2,36,Walk,user24,6-2-2,Depth_Color/36_Walk/user24/6-2-2,IMU/36_Walk/user24/6-2-2,IR/36_Walk/user24/6-2-2,Radar/36_Walk/user24/6-2-2,Skeleton/36_Walk/user24/6-2-2,
train__c36__user24__6-2-3,36,Walk,user24,6-2-3,Depth_Color/36_Walk/user24/6-2-3,IMU/36_Walk/user24/6-2-3,IR/36_Walk/user24/6-2-3,Radar/36_Walk/user24/6-2-3,Skeleton/36_Walk/user24/6-2-3,Thermal/36_Walk/user24/6-2-3
train__c36__user24__7-2-1,36,Walk,user24,7-2-1,Depth_Color/36_Walk/user24/7-2-1,IMU/36_Walk/user24/7-2-1,IR/36_Walk/user24/7-2-1,Radar/36_Walk/user24/7-2-1,Skeleton/36_Walk/user24/7-2-1,Thermal/36_Walk/user24/7-2-1
train__c36__user24__7-2-2,36,Walk,user24,7-2-2,Depth_Color/36_Walk/user24/7-2-2,IMU/36_Walk/user24/7-2-2,IR/36_Walk/user24/7-2-2,Radar/36_Walk/user24/7-2-2,Skeleton/36_Walk/user24/7-2-2,Thermal/36_Walk/user24/7-2-2
train__c36__user24__7-2-3,36,Walk,user24,7-2-3,Depth_Color/36_Walk/user24/7-2-3,IMU/36_Walk/user24/7-2-3,IR/36_Walk/user24/7-2-3,Radar/36_Walk/user24/7-2-3,Skeleton/36_Walk/user24/7-2-3,Thermal/36_Walk/user24/7-2-3
train__c37__user2__7-1-1,37,Take_medicine,user2,7-1-1,Depth_Color/37_Take_medicine/user2/7-1-1,IMU/37_Take_medicine/user2/7-1-1,IR/37_Take_medicine/user2/7-1-1,Radar/37_Take_medicine/user2/7-1-1,Skeleton/37_Take_medicine/user2/7-1-1,
train__c37__user2__7-1-2,37,Take_medicine,user2,7-1-2,Depth_Color/37_Take_medicine/user2/7-1-2,IMU/37_Take_medicine/user2/7-1-2,IR/37_Take_medicine/user2/7-1-2,Radar/37_Take_medicine/user2/7-1-2,Skeleton/37_Take_medicine/user2/7-1-2,
train__c37__user2__7-1-3,37,Take_medicine,user2,7-1-3,Depth_Color/37_Take_medicine/user2/7-1-3,IMU/37_Take_medicine/user2/7-1-3,IR/37_Take_medicine/user2/7-1-3,Radar/37_Take_medicine/user2/7-1-3,Skeleton/37_Take_medicine/user2/7-1-3,
train__c37__user3__2-2-1,37,Take_medicine,user3,2-2-1,Depth_Color/37_Take_medicine/user3/2-2-1,IMU/37_Take_medicine/user3/2-2-1,IR/37_Take_medicine/user3/2-2-1,Radar/37_Take_medicine/user3/2-2-1,Skeleton/37_Take_medicine/user3/2-2-1,Thermal/37_Take_medicine/user3/2-2-1
train__c37__user3__2-2-2,37,Take_medicine,user3,2-2-2,Depth_Color/37_Take_medicine/user3/2-2-2,IMU/37_Take_medicine/user3/2-2-2,IR/37_Take_medicine/user3/2-2-2,Radar/37_Take_medicine/user3/2-2-2,Skeleton/37_Take_medicine/user3/2-2-2,Thermal/37_Take_medicine/user3/2-2-2
train__c37__user3__2-2-3,37,Take_medicine,user3,2-2-3,Depth_Color/37_Take_medicine/user3/2-2-3,IMU/37_Take_medicine/user3/2-2-3,IR/37_Take_medicine/user3/2-2-3,Radar/37_Take_medicine/user3/2-2-3,Skeleton/37_Take_medicine/user3/2-2-3,Thermal/37_Take_medicine/user3/2-2-3
train__c37__user3__7-1-1,37,Take_medicine,user3,7-1-1,Depth_Color/37_Take_medicine/user3/7-1-1,IMU/37_Take_medicine/user3/7-1-1,IR/37_Take_medicine/user3/7-1-1,Radar/37_Take_medicine/user3/7-1-1,Skeleton/37_Take_medicine/user3/7-1-1,Thermal/37_Take_medicine/user3/7-1-1
train__c37__user3__7-1-2,37,Take_medicine,user3,7-1-2,Depth_Color/37_Take_medicine/user3/7-1-2,IMU/37_Take_medicine/user3/7-1-2,IR/37_Take_medicine/user3/7-1-2,Radar/37_Take_medicine/user3/7-1-2,Skeleton/37_Take_medicine/user3/7-1-2,Thermal/37_Take_medicine/user3/7-1-2
train__c37__user3__7-1-3,37,Take_medicine,user3,7-1-3,Depth_Color/37_Take_medicine/user3/7-1-3,IMU/37_Take_medicine/user3/7-1-3,IR/37_Take_medicine/user3/7-1-3,Radar/37_Take_medicine/user3/7-1-3,Skeleton/37_Take_medicine/user3/7-1-3,Thermal/37_Take_medicine/user3/7-1-3
train__c37__user4__7-1-1,37,Take_medicine,user4,7-1-1,Depth_Color/37_Take_medicine/user4/7-1-1,IMU/37_Take_medicine/user4/7-1-1,IR/37_Take_medicine/user4/7-1-1,Radar/37_Take_medicine/user4/7-1-1,Skeleton/37_Take_medicine/user4/7-1-1,Thermal/37_Take_medicine/user4/7-1-1
train__c37__user4__7-1-2,37,Take_medicine,user4,7-1-2,Depth_Color/37_Take_medicine/user4/7-1-2,IMU/37_Take_medicine/user4/7-1-2,IR/37_Take_medicine/user4/7-1-2,Radar/37_Take_medicine/user4/7-1-2,Skeleton/37_Take_medicine/user4/7-1-2,Thermal/37_Take_medicine/user4/7-1-2
train__c37__user4__7-1-3,37,Take_medicine,user4,7-1-3,Depth_Color/37_Take_medicine/user4/7-1-3,IMU/37_Take_medicine/user4/7-1-3,IR/37_Take_medicine/user4/7-1-3,Radar/37_Take_medicine/user4/7-1-3,Skeleton/37_Take_medicine/user4/7-1-3,Thermal/37_Take_medicine/user4/7-1-3
train__c37__user5__7-1-1,37,Take_medicine,user5,7-1-1,,,,,,Thermal/37_Take_medicine/user5/7-1-1
train__c37__user5__7-1-2,37,Take_medicine,user5,7-1-2,,,,,,Thermal/37_Take_medicine/user5/7-1-2
train__c37__user5__7-1-3,37,Take_medicine,user5,7-1-3,,,,,,Thermal/37_Take_medicine/user5/7-1-3
train__c37__user6__6-2-1,37,Take_medicine,user6,6-2-1,Depth_Color/37_Take_medicine/user6/6-2-1,IMU/37_Take_medicine/user6/6-2-1,IR/37_Take_medicine/user6/6-2-1,Radar/37_Take_medicine/user6/6-2-1,Skeleton/37_Take_medicine/user6/6-2-1,Thermal/37_Take_medicine/user6/6-2-1
train__c37__user6__6-2-2,37,Take_medicine,user6,6-2-2,Depth_Color/37_Take_medicine/user6/6-2-2,IMU/37_Take_medicine/user6/6-2-2,IR/37_Take_medicine/user6/6-2-2,Radar/37_Take_medicine/user6/6-2-2,Skeleton/37_Take_medicine/user6/6-2-2,Thermal/37_Take_medicine/user6/6-2-2
train__c37__user6__6-2-3,37,Take_medicine,user6,6-2-3,Depth_Color/37_Take_medicine/user6/6-2-3,IMU/37_Take_medicine/user6/6-2-3,IR/37_Take_medicine/user6/6-2-3,Radar/37_Take_medicine/user6/6-2-3,Skeleton/37_Take_medicine/user6/6-2-3,Thermal/37_Take_medicine/user6/6-2-3
train__c37__user7__4-1-1,37,Take_medicine,user7,4-1-1,Depth_Color/37_Take_medicine/user7/4-1-1,IMU/37_Take_medicine/user7/4-1-1,IR/37_Take_medicine/user7/4-1-1,Radar/37_Take_medicine/user7/4-1-1,Skeleton/37_Take_medicine/user7/4-1-1,Thermal/37_Take_medicine/user7/4-1-1
