sample_id,split,class_id,action_name,user_id,trial_id,depth_frames,ir_frames,paired_frames,depth_unparsed,ir_unparsed,duplicate_pair_keys,duplicate_timestamps,unreadable_images,complete_pairing,reason
train__c37__user8__7-2-1,train,37,Take_medicine,user8,7-2-1,31,31,31,0,0,0,0,0,True,
train__c37__user8__7-2-2,train,37,Take_medicine,user8,7-2-2,4,4,4,0,0,0,0,0,True,
train__c37__user8__7-2-3,train,37,Take_medicine,user8,7-2-3,20,20,20,0,0,0,0,0,True,
train__c37__user9__6-2-1,train,37,Take_medicine,user9,6-2-1,44,44,44,0,0,0,0,0,True,
train__c37__user9__6-2-2,train,37,Take_medicine,user9,6-2-2,29,29,29,0,0,0,0,0,True,
train__c37__user9__6-2-3,train,37,Take_medicine,user9,6-2-3,35,35,35,0,0,0,0,0,True,
train__c37__user9__7-1-1,train,37,Take_medicine,user9,7-1-1,19,19,19,0,0,0,0,0,True,
train__c37__user9__7-1-2,train,37,Take_medicine,user9,7-1-2,19,19,19,0,0,0,0,0,True,
train__c37__user9__7-1-3,train,37,Take_medicine,user9,7-1-3,35,35,35,0,0,0,0,0,True,
train__c38__user16__7-1-1,train,38,Massage_oneself,user16,7-1-1,61,61,61,0,0,0,0,0,True,
train__c38__user16__7-1-2,train,38,Massage_oneself,user16,7-1-2,40,40,40,0,0,0,0,0,True,
train__c38__user16__7-1-3,train,38,Massage_oneself,user16,7-1-3,25,25,25,0,0,0,0,0,True,
train__c38__user18__7-1-1,train,38,Massage_oneself,user18,7-1-1,35,35,35,0,0,0,0,0,True,
train__c38__user18__7-1-2,train,38,Massage_oneself,user18,7-1-2,25,25,25,0,0,0,0,0,True,
train__c38__user18__7-1-3,train,38,Massage_oneself,user18,7-1-3,24,24,24,0,0,0,0,0,True,
train__c38__user19__5-3-1,train,38,Massage_oneself,user19,5-3-1,24,24,24,0,0,0,0,0,True,
train__c38__user19__5-3-2,train,38,Massage_oneself,user19,5-3-2,29,29,29,0,0,0,0,0,True,
train__c38__user19__5-3-3,train,38,Massage_oneself,user19,5-3-3,17,17,17,0,0,0,0,0,True,
train__c38__user19__7-1-1,train,38,Massage_oneself,user19,7-1-1,55,55,55,0,0,0,0,0,True,
train__c38__user19__7-1-2,train,38,Massage_oneself,user19,7-1-2,70,70,70,0,0,0,0,0,True,
train__c38__user1__7-1-1,train,38,Massage_oneself,user1,7-1-1,67,67,67,0,0,0,0,0,True,
train__c38__user1__7-1-2,train,38,Massage_oneself,user1,7-1-2,57,57,57,0,0,0,0,0,True,
train__c38__user1__7-1-3,train,38,Massage_oneself,user1,7-1-3,50,50,50,0,0,0,0,0,True,
train__c38__user20__6-2-1,train,38,Massage_oneself,user20,6-2-1,40,40,40,0,0,0,0,0,True,
train__c38__user20__6-2-2,train,38,Massage_oneself,user20,6-2-2,24,24,24,0,0,0,0,0,True,
train__c38__user20__6-2-3,train,38,Massage_oneself,user20,6-2-3,33,33,33,0,0,0,0,0,True,
train__c38__user20__7-1-1,train,38,Massage_oneself,user20,7-1-1,17,17,17,0,0,0,0,0,True,
train__c38__user20__7-1-2,train,38,Massage_oneself,user20,7-1-2,28,28,28,0,0,0,0,0,True,
train__c38__user20__7-1-3,train,38,Massage_oneself,user20,7-1-3,18,18,18,0,0,0,0,0,True,
train__c38__user21__3-2-1,train,38,Massage_oneself,user21,3-2-1,24,24,24,0,0,0,0,0,True,
train__c38__user21__3-2-2,train,38,Massage_oneself,user21,3-2-2,17,17,17,0,0,0,0,0,True,
train__c38__user21__3-2-3,train,38,Massage_oneself,user21,3-2-3,10,10,10,0,0,0,0,0,True,
train__c38__user21__7-1-1,train,38,Massage_oneself,user21,7-1-1,22,22,22,0,0,0,0,0,True,
train__c38__user21__7-1-2,train,38,Massage_oneself,user21,7-1-2,17,17,17,0,0,0,0,0,True,
train__c38__user21__7-1-3,train,38,Massage_oneself,user21,7-1-3,22,22,22,0,0,0,0,0,True,
train__c38__user21__7-2-1,train,38,Massage_oneself,user21,7-2-1,16,16,16,0,0,0,0,0,True,
train__c38__user21__7-2-2,train,38,Massage_oneself,user21,7-2-2,17,17,17,0,0,0,0,0,True,
train__c38__user21__7-2-3,train,38,Massage_oneself,user21,7-2-3,18,18,18,0,0,0,0,0,True,
train__c38__user22__5-1-1,train,38,Massage_oneself,user22,5-1-1,37,37,37,0,0,0,0,0,True,
train__c38__user22__5-1-2,train,38,Massage_oneself,user22,5-1-2,23,23,23,0,0,0,0,0,True,
train__c38__user22__5-1-3,train,38,Massage_oneself,user22,5-1-3,12,12,12,0,0,0,0,0,True,
train__c38__user22__6-2-1,train,38,Massage_oneself,user22,6-2-1,35,35,35,0,0,0,0,0,True,
train__c38__user22__6-2-2,train,38,Massage_oneself,user22,6-2-2,25,25,25,0,0,0,0,0,True,
train__c38__user22__6-2-3,train,38,Massage_oneself,user22,6-2-3,28,28,28,0,0,0,0,0,True,
train__c38__user2__2-2-1,train,38,Massage_oneself,user2,2-2-1,51,51,51,0,0,0,0,0,True,
train__c38__user2__2-2-2,train,38,Massage_oneself,user2,2-2-2,37,37,37,0,0,0,0,0,True,
train__c38__user2__2-2-3,train,38,Massage_oneself,user2,2-2-3,69,69,69,0,0,0,0,0,True,
train__c38__user2__7-3-1,train,38,Massage_oneself,user2,7-3-1,72,72,72,0,0,0,0,0,True,
train__c38__user2__7-3-2,train,38,Massage_oneself,user2,7-3-2,29,29,29,0,0,0,0,0,True,
train__c38__user2__7-3-3,train,38,Massage_oneself,user2,7-3-3,31,31,31,0,0,0,0,0,True,
train__c38__user3__2-2-1,train,38,Massage_oneself,user3,2-2-1,33,33,33,0,0,0,0,0,True,
train__c38__user3__2-2-2,train,38,Massage_oneself,user3,2-2-2,22,22,22,0,0,0,0,0,True,
train__c38__user3__2-2-3,train,38,Massage_oneself,user3,2-2-3,23,23,23,0,0,0,0,0,True,
train__c38__user3__7-1-1,train,38,Massage_oneself,user3,7-1-1,42,42,42,0,0,0,0,0,True,
train__c38__user3__7-1-2,train,38,Massage_oneself,user3,7-1-2,29,29,29,0,0,0,0,0,True,
train__c38__user3__7-1-3,train,38,Massage_oneself,user3,7-1-3,25,25,25,0,0,0,0,0,True,
train__c38__user6__7-1-1,train,38,Massage_oneself,user6,7-1-1,88,88,88,0,0,0,0,0,True,
train__c38__user6__7-1-2,train,38,Massage_oneself,user6,7-1-2,64,64,64,0,0,0,0,0,True,
train__c38__user6__7-1-3,train,38,Massage_oneself,user6,7-1-3,64,64,64,0,0,0,0,0,True,
train__c39__user16__6-2-1,train,39,Take_body_temperature,user16,6-2-1,39,39,39,0,0,0,0,0,True,
train__c39__user16__6-2-2,train,39,Take_body_temperature,user16,6-2-2,33,33,33,0,0,0,0,0,True,
train__c39__user16__6-2-3,train,39,Take_body_temperature,user16,6-2-3,45,45,45,0,0,0,0,0,True,
train__c39__user18__7-1-1,train,39,Take_body_temperature,user18,7-1-1,43,43,43,0,0,0,0,0,True,
train__c39__user18__7-1-2,train,39,Take_body_temperature,user18,7-1-2,23,23,23,0,0,0,0,0,True,
train__c39__user18__7-1-3,train,39,Take_body_temperature,user18,7-1-3,16,16,16,0,0,0,0,0,True,
train__c39__user19__6-2-1,train,39,Take_body_temperature,user19,6-2-1,22,22,22,0,0,0,0,0,True,
train__c39__user19__6-2-2,train,39,Take_body_temperature,user19,6-2-2,12,12,12,0,0,0,0,0,True,
train__c39__user19__6-2-3,train,39,Take_body_temperature,user19,6-2-3,26,26,26,0,0,0,0,0,True,
train__c39__user19__7-1-1,train,39,Take_body_temperature,user19,7-1-1,43,43,43,0,0,0,0,0,True,
train__c39__user19__7-1-2,train,39,Take_body_temperature,user19,7-1-2,27,27,27,0,0,0,0,0,True,
train__c39__user19__7-1-3,train,39,Take_body_temperature,user19,7-1-3,21,21,21,0,0,0,0,0,True,
train__c39__user21__3-2-1,train,39,Take_body_temperature,user21,3-2-1,29,29,29,0,0,0,0,0,True,
train__c39__user21__3-2-2,train,39,Take_body_temperature,user21,3-2-2,22,22,22,0,0,0,0,0,True,
train__c39__user21__3-2-3,train,39,Take_body_temperature,user21,3-2-3,11,11,11,0,0,0,0,0,True,
train__c39__user21__6-1-1,train,39,Take_body_temperature,user21,6-1-1,24,24,24,0,0,0,0,0,True,
train__c39__user21__6-1-2,train,39,Take_body_temperature,user21,6-1-2,6,6,6,0,0,0,0,0,True,
train__c39__user21__6-1-3,train,39,Take_body_temperature,user21,6-1-3,3,3,3,0,0,0,0,0,True,
train__c39__user22__5-1-1,train,39,Take_body_temperature,user22,5-1-1,25,25,25,0,0,0,0,0,True,
train__c39__user22__5-1-2,train,39,Take_body_temperature,user22,5-1-2,13,13,13,0,0,0,0,0,True,
train__c39__user22__5-1-3,train,39,Take_body_temperature,user22,5-1-3,8,8,8,0,0,0,0,0,True,
train__c39__user2__2-2-1,train,39,Take_body_temperature,user2,2-2-1,48,48,48,0,0,0,0,0,True,
train__c39__user2__2-2-2,train,39,Take_body_temperature,user2,2-2-2,46,46,46,0,0,0,0,0,True,
train__c39__user2__2-2-3,train,39,Take_body_temperature,user2,2-2-3,18,18,18,0,0,0,0,0,True,
train__c39__user3__2-2-2,train,39,Take_body_temperature,user3,2-2-2,14,14,14,0,0,0,0,0,True,
train__c39__user3__2-2-3,train,39,Take_body_temperature,user3,2-2-3,31,31,31,0,0,0,0,0,True,
train__c39__user6__6-2-1,train,39,Take_body_temperature,user6,6-2-1,30,30,30,0,0,0,0,0,True,
train__c39__user6__6-2-2,train,39,Take_body_temperature,user6,6-2-2,13,13,13,0,0,0,0,0,True,
train__c39__user6__6-2-3,train,39,Take_body_temperature,user6,6-2-3,24,24,24,0,0,0,0,0,True,
train__c39__user7__4-1-1,train,39,Take_body_temperature,user7,4-1-1,13,13,13,0,0,0,0,0,True,
train__c39__user7__4-1-3,train,39,Take_body_temperature,user7,4-1-3,12,12,12,0,0,0,0,0,True,
train__c39__user7__7-1-1,train,39,Take_body_temperature,user7,7-1-1,41,41,41,0,0,0,0,0,True,
train__c39__user7__7-1-2,train,39,Take_body_temperature,user7,7-1-2,23,23,23,0,0,0,0,0,True,
train__c39__user7__7-1-3,train,39,Take_body_temperature,user7,7-1-3,10,10,10,0,0,0,0,0,True,
train__c39__user9__6-2-1,train,39,Take_body_temperature,user9,6-2-1,10,10,10,0,0,0,0,0,True,
train__c39__user9__6-2-2,train,39,Take_body_temperature,user9,6-2-2,6,6,6,0,0,0,0,0,True,
train__c39__user9__6-2-3,train,39,Take_body_temperature,user9,6-2-3,10,10,10,0,0,0,0,0,True,
train__c39__user9__7-1-1,train,39,Take_body_temperature,user9,7-1-1,16,16,16,0,0,0,0,0,True,
train__c39__user9__7-1-2,train,39,Take_body_temperature,user9,7-1-2,20,20,20,0,0,0,0,0,True,
train__c39__user9__7-1-3,train,39,Take_body_temperature,user9,7-1-3,12,12,12,0,0,0,0,0,True,
train__c00__user23__1-1-1,validation,0,Wash_face,user23,1-1-1,43,43,43,0,0,0,0,0,True,
train__c00__user23__1-1-2,validation,0,Wash_face,user23,1-1-2,19,19,19,0,0,0,0,0,True,
train__c00__user23__1-1-3,validation,0,Wash_face,user23,1-1-3,18,18,18,0,0,0,0,0,True,
train__c00__user24__6-2-1,validation,0,Wash_face,user24,6-2-1,35,35,35,0,0,0,0,0,True,
train__c00__user24__6-2-2,validation,0,Wash_face,user24,6-2-2,26,26,26,0,0,0,0,0,True,
train__c00__user24__6-2-3,validation,0,Wash_face,user24,6-2-3,17,17,17,0,0,0,0,0,True,
train__c00__user24__7-1-1,validation,0,Wash_face,user24,7-1-1,31,31,31,0,0,0,0,0,True,
train__c00__user24__7-1-2,validation,0,Wash_face,user24,7-1-2,15,15,15,0,0,0,0,0,True,
train__c00__user24__7-1-3,validation,0,Wash_face,user24,7-1-3,21,21,21,0,0,0,0,0,True,
train__c00__user4__1-1-1,validation,0,Wash_face,user4,1-1-1,42,42,42,0,0,0,0,0,True,
train__c00__user4__1-1-2,validation,0,Wash_face,user4,1-1-2,63,63,63,0,0,0,0,0,True,
train__c00__user4__1-1-3,validation,0,Wash_face,user4,1-1-3,31,31,31,0,0,0,0,0,True,
train__c01__user17__1-1-1,validation,1,Brush_teeth,user17,1-1-1,20,20,20,0,0,0,0,0,True,
train__c01__user17__1-1-2,validation,1,Brush_teeth,user17,1-1-2,25,25,25,0,0,0,0,0,True,
train__c01__user17__1-1-3,validation,1,Brush_teeth,user17,1-1-3,24,24,24,0,0,0,0,0,True,
train__c01__user23__1-1-1,validation,1,Brush_teeth,user23,1-1-1,39,39,39,0,0,0,0,0,True,
train__c01__user23__1-1-2,validation,1,Brush_teeth,user23,1-1-2,16,16,16,0,0,0,0,0,True,
train__c01__user23__1-1-3,validation,1,Brush_teeth,user23,1-1-3,23,23,23,0,0,0,0,0,True,
train__c01__user24__6-2-1,validation,1,Brush_teeth,user24,6-2-1,26,26,26,0,0,0,0,0,True,
train__c01__user24__6-2-2,validation,1,Brush_teeth,user24,6-2-2,8,8,8,0,0,0,0,0,True,
train__c01__user24__6-2-3,validation,1,Brush_teeth,user24,6-2-3,4,4,4,0,0,0,0,0,True,
train__c01__user24__7-1-1,validation,1,Brush_teeth,user24,7-1-1,12,12,12,0,0,0,0,0,True,
train__c01__user24__7-1-2,validation,1,Brush_teeth,user24,7-1-2,3,3,3,0,0,0,0,0,True,
train__c01__user24__7-1-3,validation,1,Brush_teeth,user24,7-1-3,7,7,7,0,0,0,0,0,True,
train__c02__user17__1-1-1,validation,2,Comb_hair,user17,1-1-1,70,70,70,0,0,0,0,0,True,
train__c02__user17__1-1-2,validation,2,Comb_hair,user17,1-1-2,11,11,11,0,0,0,0,0,True,
train__c02__user17__1-1-3,validation,2,Comb_hair,user17,1-1-3,21,21,21,0,0,0,0,0,True,
train__c02__user23__2-2-1,validation,2,Comb_hair,user23,2-2-1,36,36,36,0,0,0,0,0,True,
train__c02__user23__2-2-2,validation,2,Comb_hair,user23,2-2-2,28,28,28,0,0,0,0,0,True,
train__c02__user23__2-2-3,validation,2,Comb_hair,user23,2-2-3,20,20,20,0,0,0,0,0,True,
train__c02__user24__7-1-1,validation,2,Comb_hair,user24,7-1-1,13,13,13,0,0,0,0,0,True,
train__c02__user24__7-1-2,validation,2,Comb_hair,user24,7-1-2,4,4,4,0,0,0,0,0,True,
train__c02__user24__7-1-3,validation,2,Comb_hair,user24,7-1-3,6,6,6,0,0,0,0,0,True,
train__c03__user17__6-1-1,validation,3,Take_off_clothes,user17,6-1-1,39,39,39,0,0,0,0,0,True,
train__c03__user17__6-1-2,validation,3,Take_off_clothes,user17,6-1-2,32,32,32,0,0,0,0,0,True,
train__c03__user17__6-1-3,validation,3,Take_off_clothes,user17,6-1-3,22,22,22,0,0,0,0,0,True,
train__c03__user23__4-3-1,validation,3,Take_off_clothes,user23,4-3-1,15,15,15,0,0,0,0,0,True,
train__c03__user23__4-3-2,validation,3,Take_off_clothes,user23,4-3-2,24,24,24,0,0,0,0,0,True,
train__c03__user23__4-3-3,validation,3,Take_off_clothes,user23,4-3-3,17,17,17,0,0,0,0,0,True,
train__c03__user23__5-2-1,validation,3,Take_off_clothes,user23,5-2-1,12,12,12,0,0,0,0,0,True,
train__c03__user23__5-2-2,validation,3,Take_off_clothes,user23,5-2-2,24,24,24,0,0,0,0,0,True,
train__c03__user23__5-2-3,validation,3,Take_off_clothes,user23,5-2-3,13,13,13,0,0,0,0,0,True,
train__c03__user4__5-2-2,validation,3,Take_off_clothes,user4,5-2-2,66,66,66,0,0,0,0,0,True,
train__c03__user4__5-2-3,validation,3,Take_off_clothes,user4,5-2-3,24,24,24,0,0,0,0,0,True,
train__c04__user17__1-1-1,validation,4,Wipe_hands,user17,1-1-1,45,45,45,0,0,0,0,0,True,
train__c04__user17__1-1-2,validation,4,Wipe_hands,user17,1-1-2,28,28,28,0,0,0,0,0,True,
train__c04__user17__1-1-3,validation,4,Wipe_hands,user17,1-1-3,24,24,24,0,0,0,0,0,True,
train__c04__user17__7-2-1,validation,4,Wipe_hands,user17,7-2-1,46,46,46,0,0,0,0,0,True,
train__c04__user17__7-2-2,validation,4,Wipe_hands,user17,7-2-2,31,31,31,0,0,0,0,0,True,
train__c04__user17__7-2-3,validation,4,Wipe_hands,user17,7-2-3,19,19,19,0,0,0,0,0,True,
train__c04__user23__1-1-1,validation,4,Wipe_hands,user23,1-1-1,27,27,27,0,0,0,0,0,True,
train__c04__user23__1-1-2,validation,4,Wipe_hands,user23,1-1-2,15,15,15,0,0,0,0,0,True,
train__c04__user23__1-1-3,validation,4,Wipe_hands,user23,1-1-3,21,21,21,0,0,0,0,0,True,
train__c04__user24__6-2-1,validation,4,Wipe_hands,user24,6-2-1,28,28,28,0,0,0,0,0,True,
train__c04__user24__6-2-2,validation,4,Wipe_hands,user24,6-2-2,20,20,20,0,0,0,0,0,True,
train__c04__user24__6-2-3,validation,4,Wipe_hands,user24,6-2-3,24,24,24,0,0,0,0,0,True,
train__c04__user4__1-1-1,validation,4,Wipe_hands,user4,1-1-1,23,23,23,0,0,0,0,0,True,
train__c04__user4__1-1-2,validation,4,Wipe_hands,user4,1-1-2,22,22,22,0,0,0,0,0,True,
train__c04__user4__1-1-3,validation,4,Wipe_hands,user4,1-1-3,19,19,19,0,0,0,0,0,True,
train__c05__user17__1-1-1,validation,5,Put_on_clothes,user17,1-1-1,90,90,90,0,0,0,0,0,True,
train__c05__user17__1-1-2,validation,5,Put_on_clothes,user17,1-1-2,60,60,60,0,0,0,0,0,True,
train__c05__user17__1-1-3,validation,5,Put_on_clothes,user17,1-1-3,55,55,55,0,0,0,0,0,True,
train__c05__user17__6-1-1,validation,5,Put_on_clothes,user17,6-1-1,56,56,56,0,0,0,0,0,True,
train__c05__user17__6-1-2,validation,5,Put_on_clothes,user17,6-1-2,54,54,54,0,0,0,0,0,True,
train__c05__user17__6-1-3,validation,5,Put_on_clothes,user17,6-1-3,66,66,66,0,0,0,0,0,True,
train__c05__user23__4-3-1,validation,5,Put_on_clothes,user23,4-3-1,33,33,33,0,0,0,0,0,True,
train__c05__user23__4-3-2,validation,5,Put_on_clothes,user23,4-3-2,30,30,30,0,0,0,0,0,True,
train__c05__user23__4-3-3,validation,5,Put_on_clothes,user23,4-3-3,18,18,18,0,0,0,0,0,True,
train__c05__user23__5-2-1,validation,5,Put_on_clothes,user23,5-2-1,37,37,37,0,0,0,0,0,True,
train__c05__user23__5-2-2,validation,5,Put_on_clothes,user23,5-2-2,38,38,38,0,0,0,0,0,True,
train__c05__user23__5-2-3,validation,5,Put_on_clothes,user23,5-2-3,25,25,25,0,0,0,0,0,True,
train__c05__user4__5-2-1,validation,5,Put_on_clothes,user4,5-2-1,93,93,93,0,0,0,0,0,True,
train__c05__user4__5-2-2,validation,5,Put_on_clothes,user4,5-2-2,106,106,106,0,0,0,0,0,True,
train__c05__user4__5-2-3,validation,5,Put_on_clothes,user4,5-2-3,83,83,83,0,0,0,0,0,True,
train__c06__user23__5-3-3,validation,6,Drink_water,user23,5-3-3,10,10,10,0,0,0,0,0,True,
train__c06__user24__2-1-1,validation,6,Drink_water,user24,2-1-1,25,25,25,0,0,0,0,0,True,
train__c06__user24__2-1-2,validation,6,Drink_water,user24,2-1-2,27,27,27,0,0,0,0,0,True,
train__c06__user24__2-1-3,validation,6,Drink_water,user24,2-1-3,14,14,14,0,0,0,0,0,True,
train__c06__user24__4-2-1,validation,6,Drink_water,user24,4-2-1,42,42,42,0,0,0,0,0,True,
train__c06__user24__4-2-2,validation,6,Drink_water,user24,4-2-2,30,30,30,0,0,0,0,0,True,
train__c06__user24__4-2-3,validation,6,Drink_water,user24,4-2-3,17,17,17,0,0,0,0,0,True,
train__c06__user4__2-1-1,validation,6,Drink_water,user4,2-1-1,37,37,37,0,0,0,0,0,True,
train__c06__user4__2-1-2,validation,6,Drink_water,user4,2-1-2,34,34,34,0,0,0,0,0,True,
train__c06__user4__2-1-3,validation,6,Drink_water,user4,2-1-3,18,18,18,0,0,0,0,0,True,
train__c06__user4__4-2-1,validation,6,Drink_water,user4,4-2-1,87,87,87,0,0,0,0,0,True,
train__c06__user4__4-2-2,validation,6,Drink_water,user4,4-2-2,41,41,41,0,0,0,0,0,True,
train__c06__user4__4-2-3,validation,6,Drink_water,user4,4-2-3,33,33,33,0,0,0,0,0,True,
train__c07__user17__1-2-1,validation,7,Eat_food,user17,1-2-1,22,22,22,0,0,0,0,0,True,
train__c07__user17__1-2-2,validation,7,Eat_food,user17,1-2-2,8,8,8,0,0,0,0,0,True,
train__c07__user17__1-2-3,validation,7,Eat_food,user17,1-2-3,23,23,23,0,0,0,0,0,True,
train__c07__user17__2-2-1,validation,7,Eat_food,user17,2-2-1,45,45,45,0,0,0,0,0,True,
train__c07__user17__2-2-2,validation,7,Eat_food,user17,2-2-2,45,45,45,0,0,0,0,0,True,
train__c07__user17__2-2-3,validation,7,Eat_food,user17,2-2-3,20,20,20,0,0,0,0,0,True,
train__c07__user17__3-2-1,validation,7,Eat_food,user17,3-2-1,37,37,37,0,0,0,0,0,True,
train__c07__user17__3-2-2,validation,7,Eat_food,user17,3-2-2,34,34,34,0,0,0,0,0,True,
train__c07__user17__3-2-3,validation,7,Eat_food,user17,3-2-3,26,26,26,0,0,0,0,0,True,
train__c07__user17__5-2-1,validation,7,Eat_food,user17,5-2-1,30,30,30,0,0,0,0,0,True,
train__c07__user17__5-2-2,validation,7,Eat_food,user17,5-2-2,26,26,26,0,0,0,0,0,True,
train__c07__user17__5-2-3,validation,7,Eat_food,user17,5-2-3,22,22,22,0,0,0,0,0,True,
train__c07__user17__7-2-1,validation,7,Eat_food,user17,7-2-1,42,42,42,0,0,0,0,0,True,
train__c07__user17__7-2-2,validation,7,Eat_food,user17,7-2-2,28,28,28,0,0,0,0,0,True,
train__c07__user17__7-2-3,validation,7,Eat_food,user17,7-2-3,30,30,30,0,0,0,0,0,True,
train__c07__user23__2-3-1,validation,7,Eat_food,user23,2-3-1,31,31,31,0,0,0,0,0,True,
train__c07__user23__2-3-2,validation,7,Eat_food,user23,2-3-2,12,12,12,0,0,0,0,0,True,
train__c07__user23__2-3-3,validation,7,Eat_food,user23,2-3-3,24,24,24,0,0,0,0,0,True,
train__c07__user24__2-1-1,validation,7,Eat_food,user24,2-1-1,16,16,16,0,0,0,0,0,True,
train__c07__user24__2-1-2,validation,7,Eat_food,user24,2-1-2,25,25,25,0,0,0,0,0,True,
train__c07__user24__2-1-3,validation,7,Eat_food,user24,2-1-3,17,17,17,0,0,0,0,0,True,
train__c07__user4__1-2-2,validation,7,Eat_food,user4,1-2-2,34,34,34,0,0,0,0,0,True,
train__c07__user4__1-2-3,validation,7,Eat_food,user4,1-2-3,27,27,27,0,0,0,0,0,True,
train__c07__user4__2-1-1,validation,7,Eat_food,user4,2-1-1,72,72,72,0,0,0,0,0,True,
train__c07__user4__2-1-2,validation,7,Eat_food,user4,2-1-2,22,22,22,0,0,0,0,0,True,
train__c07__user4__2-1-3,validation,7,Eat_food,user4,2-1-3,24,24,24,0,0,0,0,0,True,
train__c07__user4__5-1-1,validation,7,Eat_food,user4,5-1-1,13,13,13,0,0,0,0,0,True,
train__c07__user4__5-1-2,validation,7,Eat_food,user4,5-1-2,24,24,24,0,0,0,0,0,True,
train__c07__user4__5-1-3,validation,7,Eat_food,user4,5-1-3,33,33,33,0,0,0,0,0,True,
train__c07__user4__7-2-1,validation,7,Eat_food,user4,7-2-1,30,30,30,0,0,0,0,0,True,
train__c07__user4__7-2-2,validation,7,Eat_food,user4,7-2-2,17,17,17,0,0,0,0,0,True,
train__c07__user4__7-2-3,validation,7,Eat_food,user4,7-2-3,21,21,21,0,0,0,0,0,True,
train__c08__user17__1-2-1,validation,8,Take_and_use_tableware,user17,1-2-1,22,22,22,0,0,0,0,0,True,
train__c08__user17__1-2-2,validation,8,Take_and_use_tableware,user17,1-2-2,8,8,8,0,0,0,0,0,True,
train__c08__user17__1-2-3,validation,8,Take_and_use_tableware,user17,1-2-3,23,23,23,0,0,0,0,0,True,
train__c08__user17__2-1-1,validation,8,Take_and_use_tableware,user17,2-1-1,36,36,36,0,0,0,0,0,True,
train__c08__user17__2-1-2,validation,8,Take_and_use_tableware,user17,2-1-2,27,27,27,0,0,0,0,0,True,
train__c08__user17__2-1-3,validation,8,Take_and_use_tableware,user17,2-1-3,25,25,25,0,0,0,0,0,True,
train__c08__user17__3-2-1,validation,8,Take_and_use_tableware,user17,3-2-1,46,46,46,0,0,0,0,0,True,
train__c08__user17__3-2-2,validation,8,Take_and_use_tableware,user17,3-2-2,29,29,29,0,0,0,0,0,True,
train__c08__user17__3-2-3,validation,8,Take_and_use_tableware,user17,3-2-3,37,37,37,0,0,0,0,0,True,
train__c08__user4__1-2-1,validation,8,Take_and_use_tableware,user4,1-2-1,62,62,62,0,0,0,0,0,True,
train__c08__user4__1-2-2,validation,8,Take_and_use_tableware,user4,1-2-2,46,46,46,0,0,0,0,0,True,
train__c08__user4__2-1-1,validation,8,Take_and_use_tableware,user4,2-1-1,19,19,19,0,0,0,0,0,True,
train__c08__user4__2-1-2,validation,8,Take_and_use_tableware,user4,2-1-2,10,10,10,0,0,0,0,0,True,
train__c08__user4__2-1-3,validation,8,Take_and_use_tableware,user4,2-1-3,9,9,9,0,0,0,0,0,True,
train__c09__user17__1-2-1,validation,9,Pour_drinks,user17,1-2-1,27,27,27,0,0,0,0,0,True,
train__c09__user17__1-2-2,validation,9,Pour_drinks,user17,1-2-2,14,14,14,0,0,0,0,0,True,
train__c09__user17__1-2-3,validation,9,Pour_drinks,user17,1-2-3,25,25,25,0,0,0,0,0,True,
train__c09__user17__2-1-1,validation,9,Pour_drinks,user17,2-1-1,29,29,29,0,0,0,0,0,True,
train__c09__user17__2-1-2,validation,9,Pour_drinks,user17,2-1-2,20,20,20,0,0,0,0,0,True,
train__c09__user17__2-1-3,validation,9,Pour_drinks,user17,2-1-3,13,13,13,0,0,0,0,0,True,
train__c09__user17__5-2-1,validation,9,Pour_drinks,user17,5-2-1,18,18,18,0,0,0,0,0,True,
train__c09__user17__5-2-2,validation,9,Pour_drinks,user17,5-2-2,23,23,23,0,0,0,0,0,True,
train__c09__user17__5-2-3,validation,9,Pour_drinks,user17,5-2-3,14,14,14,0,0,0,0,0,True,
train__c09__user23__5-3-3,validation,9,Pour_drinks,user23,5-3-3,30,30,30,0,0,0,0,0,True,
train__c09__user4__1-2-1,validation,9,Pour_drinks,user4,1-2-1,69,69,69,0,0,0,0,0,True,
train__c09__user4__1-2-2,validation,9,Pour_drinks,user4,1-2-2,59,59,59,0,0,0,0,0,True,
train__c09__user4__1-2-3,validation,9,Pour_drinks,user4,1-2-3,51,51,51,0,0,0,0,0,True,
train__c09__user4__6-1-1,validation,9,Pour_drinks,user4,6-1-1,69,69,69,0,0,0,0,0,True,
train__c09__user4__6-1-2,validation,9,Pour_drinks,user4,6-1-2,68,68,68,0,0,0,0,0,True,
train__c09__user4__6-1-3,validation,9,Pour_drinks,user4,6-1-3,43,43,43,0,0,0,0,0,True,
train__c10__user17__2-1-1,validation,10,Stir_drinks,user17,2-1-1,33,33,33,0,0,0,0,0,True,
train__c10__user17__2-1-2,validation,10,Stir_drinks,user17,2-1-2,28,28,28,0,0,0,0,0,True,
train__c10__user17__2-1-3,validation,10,Stir_drinks,user17,2-1-3,22,22,22,0,0,0,0,0,True,
train__c10__user17__2-2-1,validation,10,Stir_drinks,user17,2-2-1,27,27,27,0,0,0,0,0,True,
train__c10__user17__2-2-2,validation,10,Stir_drinks,user17,2-2-2,28,28,28,0,0,0,0,0,True,
train__c10__user17__2-2-3,validation,10,Stir_drinks,user17,2-2-3,20,20,20,0,0,0,0,0,True,
train__c10__user17__5-2-1,validation,10,Stir_drinks,user17,5-2-1,22,22,22,0,0,0,0,0,True,
